               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 132,            0.021575,           0.0063613,           0.0034507,              0.9752,             0.98171,             0.99048,             0.79351,            0.014176,           0.0032792,           0.0009872,            0.005677,            0.005677,            0.005677
                 133,            0.021471,           0.0062346,           0.0033492,             0.97707,             0.98281,             0.99082,             0.80006,            0.013937,           0.0032279,          0.00099512,            0.005644,            0.005644,            0.005644
                 134,            0.021056,            0.006111,           0.0033781,             0.97225,             0.98526,             0.99009,             0.80773,            0.013772,           0.0032363,           0.0010928,            0.005611,            0.005611,            0.005611
                 135,            0.021269,           0.0061933,           0.0031807,             0.97333,             0.98204,             0.99168,             0.80246,            0.013935,           0.0032218,          0.00097781,            0.005578,            0.005578,            0.005578
                 136,            0.021537,           0.0060586,           0.0028981,             0.97763,             0.98629,             0.99243,             0.80842,            0.013836,           0.0032071,           0.0010091,            0.005545,            0.005545,            0.005545
                 137,            0.021596,           0.0062133,           0.0030705,             0.97726,             0.98246,             0.99069,             0.80813,            0.013676,           0.0032311,          0.00090693,            0.005512,            0.005512,            0.005512
                 138,            0.021664,           0.0063626,            0.003217,              0.9766,             0.98166,             0.99062,             0.80385,             0.01371,           0.0032318,          0.00099292,            0.005479,            0.005479,            0.005479
                 139,            0.021045,           0.0063676,           0.0033602,             0.96689,             0.98102,             0.98917,             0.80071,            0.013887,           0.0032408,          0.00093302,            0.005446,            0.005446,            0.005446
                 140,            0.020871,           0.0062917,            0.003454,             0.96392,             0.98105,             0.98995,             0.80093,            0.013802,           0.0032276,          0.00098521,            0.005413,            0.005413,            0.005413
                 141,            0.020949,           0.0061078,           0.0032977,             0.96795,             0.98214,             0.98974,             0.81189,            0.013465,           0.0031574,          0.00093441,             0.00538,             0.00538,             0.00538
                 142,            0.021318,           0.0061101,           0.0028317,              0.9649,             0.97893,             0.98871,             0.80882,            0.013633,           0.0032486,          0.00090847,            0.005347,            0.005347,            0.005347
                 143,            0.021383,           0.0061318,            0.002954,             0.97005,             0.98068,             0.98955,             0.80926,            0.013493,           0.0031961,          0.00096066,            0.005314,            0.005314,            0.005314
                 144,            0.021081,           0.0062085,           0.0033871,             0.97559,             0.98423,             0.99005,             0.81102,            0.013362,           0.0031872,          0.00084457,            0.005281,            0.005281,            0.005281
                 145,            0.020988,           0.0063628,           0.0033147,             0.97108,             0.98242,              0.9907,             0.80587,            0.013472,           0.0031963,          0.00089855,            0.005248,            0.005248,            0.005248
                 146,            0.021115,           0.0061558,           0.0033224,              0.9725,             0.98222,             0.98883,             0.79979,            0.013694,           0.0032211,            0.001135,            0.005215,            0.005215,            0.005215
                 147,            0.021311,           0.0062407,           0.0031088,             0.97499,             0.98746,             0.99204,             0.80838,            0.013434,           0.0031453,          0.00090183,            0.005182,            0.005182,            0.005182
                 148,            0.021191,           0.0062427,           0.0030255,             0.98473,             0.98079,             0.99222,             0.81301,            0.013282,           0.0031438,          0.00087988,            0.005149,            0.005149,            0.005149
                 149,            0.020831,             0.00613,           0.0034069,             0.97597,             0.97228,             0.99005,             0.79916,            0.014048,           0.0032346,            0.001129,            0.005116,            0.005116,            0.005116
                 150,            0.021097,           0.0061747,             0.00335,             0.97686,             0.98768,             0.99181,             0.81208,            0.013406,           0.0031095,          0.00091615,            0.005083,            0.005083,            0.005083
                 151,            0.020782,           0.0061746,           0.0028684,             0.97692,             0.98416,             0.99094,             0.81234,            0.013306,           0.0031132,          0.00092452,             0.00505,             0.00505,             0.00505
                 152,             0.02094,           0.0061831,           0.0029447,             0.97117,              0.9871,             0.99177,             0.81601,            0.013072,           0.0031243,          0.00083675,            0.005017,            0.005017,            0.005017
                 153,            0.020816,            0.006128,           0.0027603,             0.98106,             0.98808,             0.99121,             0.81822,            0.013022,           0.0030941,          0.00077981,            0.004984,            0.004984,            0.004984
                 154,            0.020257,           0.0060138,           0.0027166,             0.97201,              0.9882,             0.99052,             0.81789,            0.013087,           0.0030823,          0.00085839,            0.004951,            0.004951,            0.004951
